,month,cow_id,iso_alpha3,gw_id,country,FEATUREID,border_change
107648,1973-09-01,345,YUG,345,Yugoslavia,191,0.0
107649,1973-10-01,345,YUG,345,Yugoslavia,191,0.0
107650,1973-11-01,345,YUG,345,Yugoslavia,191,0.0
107651,1973-12-01,345,YUG,345,Yugoslavia,191,0.0
107652,1974-01-01,345,YUG,345,Yugoslavia,191,0.0
107653,1974-02-01,345,YUG,345,Yugoslavia,191,0.0
107654,1974-03-01,345,YUG,345,Yugoslavia,191,0.0
107655,1974-04-01,345,YUG,345,Yugoslavia,191,0.0
107656,1974-05-01,345,YUG,345,Yugoslavia,191,0.0
107657,1974-06-01,345,YUG,345,Yugoslavia,191,0.0
107658,1974-07-01,345,YUG,345,Yugoslavia,191,0.0
107659,1974-08-01,345,YUG,345,Yugoslavia,191,0.0
107660,1974-09-01,345,YUG,345,Yugoslavia,191,0.0
107661,1974-10-01,345,YUG,345,Yugoslavia,191,0.0
107662,1974-11-01,345,YUG,345,Yugoslavia,191,0.0
107663,1974-12-01,345,YUG,345,Yugoslavia,191,0.0
107664,1975-01-01,345,YUG,345,Yugoslavia,191,0.0
107665,1975-02-01,345,YUG,345,Yugoslavia,191,0.0
107666,1975-03-01,345,YUG,345,Yugoslavia,191,0.0
107667,1975-04-01,345,YUG,345,Yugoslavia,191,0.0
107668,1975-05-01,345,YUG,345,Yugoslavia,191,0.0
107669,1975-06-01,345,YUG,345,Yugoslavia,191,0.0
107670,1975-07-01,345,YUG,345,Yugoslavia,191,0.0
107671,1975-08-01,345,YUG,345,Yugoslavia,191,0.0
107672,1975-09-01,345,YUG,345,Yugoslavia,191,0.0
107673,1975-10-01,345,YUG,345,Yugoslavia,191,0.0
107674,1975-11-01,345,YUG,345,Yugoslavia,191,0.0
107675,1975-12-01,345,YUG,345,Yugoslavia,191,0.0
107676,1976-01-01,345,YUG,345,Yugoslavia,191,0.0
107677,1976-02-01,345,YUG,345,Yugoslavia,191,0.0
107678,1976-03-01,345,YUG,345,Yugoslavia,191,0.0
107679,1976-04-01,345,YUG,345,Yugoslavia,191,0.0
107680,1976-05-01,345,YUG,345,Yugoslavia,191,0.0
107681,1976-06-01,345,YUG,345,Yugoslavia,191,0.0
107682,1976-07-01,345,YUG,345,Yugoslavia,191,0.0
107683,1976-08-01,345,YUG,345,Yugoslavia,191,0.0
107684,1976-09-01,345,YUG,345,Yugoslavia,191,0.0
107685,1976-10-01,345,YUG,345,Yugoslavia,191,0.0
107686,1976-11-01,345,YUG,345,Yugoslavia,191,0.0
